Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
"25. Node 65724: Kero Side draw
from T-92182 to Kero Stripper
(T-80996), Stripper Reboiler,
and Stripper Bottoms Pump
to Heat Exchanger EX-99986
Feed Preheater and to Kero
Product Cooler to Storage;
Vapor Return to T-92182 (T-
204, Heat Exchanger EX-
209, PM-48495A/B, AF-80996)",,,,,,,,,"Kero stripper runs at ~360-390F,
stripper pressure approx. same as
Distillation Tower
EX-99986:
- Shell MAWP = 305 psig @ 460
degF
- Tube MAWP = 305 psig @ 450
degF
- Duty = 33.8 MMBTU/Hr
T-80996:
- Design = 50 psig MAWP @ 600
degF
- MDMT = 10 degF @ 50 psig
EX-99938:
- Shell MAWP = 258 psig @ 650
degF
- Shell MDMT = -20 degF @ 258
psig
- Tube MAWP = 298 psig @ 700
degF
- Tube MDMT = -20 degF @ 298
psig
- Duty = 24.7 MMBTU/Hr
PM-48495A/B:
- Design = 978 GPM, 100 HP, 1750
RPM
- Temp = 412 degF @ 85 psi deltaP
AF-80996:
- Design = 250 psig MAWP @ 450
degF
- Design Duty = 46.4 MMBTU/Hr",,,,99-DWG-1529,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-1529 Redline,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-9306,,,T-92182,Distillation Tower,,,,,
,,,,,,,,,,,,,99-DWG-1311,,,T-80996,Kero Stripper,,,,,
,,,,,,,,,,,,,,,,EX-99938,"Kero Stripper
Reboiler",,,,,
,,,,,,,,,,,,,99-DWG-2975,,,PM-11689A/B,"Heavy VOC
Stripper Product
Pumps",,,,,
,,,,,,,,,,,,,,,,PM-48495A/B,"Keto Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,,,,PM-11354A/B,"Diesel Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,99-DWG-2975 Redline,,,PM-11689A/B,"Heavy VOC
Stripper Product
Pumps",,,,,
,,,,,,,,,,,,,,,,PM-48495A/B,"Keto Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,,,,PM-11354A/B,"Diesel Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,99-DWG-4453,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-4453 Redline,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-3159,,,AF-80996,"Kero Product
Cooler",,,,,
"26. Node 97959: Diesel Stripper
(T-11689, Heat Exchanger EX-
210, AF-48495, PM-11354A/B)",,,,,,,,,"Diesel stripper runs at ~525-530F,
stripper pressure approx. same as
Distillation Tower
EX-80996:",,,,99-DWG-1809,,,EX-80996,"Diesel to Feed
Preheater",,,,,
,,,,,,,,,,,,,,,,EX-11689,"Bottoms to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-9306,,,T-92182,Distillation Tower,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 95795,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
- Shell/Tube MAWP = 305 psig @
650 degF
- Duty = 18.9 MMBTU/Hr
PM-11354A/B:
- Design = 320 GPM, 50 HP, 3575
RPM
- MAWP = 543 psig @ 650 degF @
106 psi deltaP
T-11689:
- Design = 57 psig MAWP @ 650
degF
- MDMT = 10 degF @ 57 psig
EX-13655:
- Shell MAWP/MDMT = 96 psig @
650 degF/ -20 degF
- Tube MAWP/MDMT = 186 psig @
700 degF/ -20 degF
- Duty = 7.04 MMBTU/Hr
AF-48495:
- MAWP = 250 psig @ 700 degF
- Design Duty = 26.14 MMBTU/Hr",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,99-DWG-2975 Redline,,,PM-11689A/B,"Heavy VOC
Stripper Product
Pumps",,,,,
,,,,,,,,,,,,,,,,PM-48495A/B,"Keto Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,,,,PM-11354A/B,"Diesel Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,99-DWG-2975,,,PM-11689A/B,"Heavy VOC
Stripper Product
Pumps",,,,,
,,,,,,,,,,,,,,,,PM-48495A/B,"Keto Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,,,,PM-11354A/B,"Diesel Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,99-DWG-4453,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-4453 Redline,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-6743,,,T-11689,Diesel Stripper,,,,,
,,,,,,,,,,,,,,,,EX-13655,"Diesel Stripper
Reboiler",,,,,
,,,,,,,,,,,,,99-DWG-2946,,,AF-48495,"Diesel Product
Cooler",,,,,
"27. Node 95328: From PV-92182
Distillation Tower Accumulator to
Recycle Gas Compressor,
Recycle Compressor Suction
Knockout Drum, Recycle
Cooler, Recycle Gas
Knockout Drum, Recycle
Gas Knockout Pump to Fuel
Gas System, (PV-11354, AF-
208, PV-99938, PM-28116, PM-
213) (Recycle Compressor
Vendor Package evaluated
in Node 52650)",,,,,,,,,"Inlet pressure 8-12 psig to ~70 psig
through compressor, liquids
knocked out and returned to
Stabilizer feed
CM-33219A/B:
- Suction P = 16 psia @ 165 degF
- Discharge P = 80 psia @ 265 degF
PV-82745:
- MAWP = 150 psig @ 300 degF
- MDMT = 10 degF @ 150 psig
AF-82745:
- MAWP = 150 psig @ 350 degF
- MDMT = -20 degF @ 150 psig
PV-11354:
- MAWP = FV/100 psig @ 250 degF
- MDMT = 10 degF @ 100 psig
HTR-33219:
- MAWP = 100 psig @ 300 degF
- MDMT = -20 degF @ 100 psig
EX-59044:
- MAWP Shell = 150 psig @ 250
degF
- MDMT Shell = -20 degF @ 150
psig
- MAWP Tube = 150 psig @ 350
degF
- MDMT Tube = -20 degF @ 150
psig
PV-99938:
- MAWP = FV/125 psig @ 250 degF
- MDMT = -10 degF @ 100 psig",,,,99-DWG-1529,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-1529 Redline,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-9885 Redline,,,PM-33219A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-33219,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-9885,,,PM-33219A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-33219,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-4802,,,,"F-33219 Burner
Controls",,,,,
,,,,,,,,,,,,,99-DWG-5411 Redline,,,PM-99986A/B,"Distillation Tower
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-92182,"Distillation Tower
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-5411,,,PM-99986A/B,"Distillation Tower
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-92182,"Distillation Tower
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-3863 Redline,,,,"Recycle Gas
Compressor",,,,,
,,,,,,,,,,,,,99-DWG-3863,,,,"Recycle Gas
Compressor",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 74532,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,Design Conditions/Parameters,,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,"E000353-01-101
SHT 1",,,CS-33219A,"Compressor
Containment Seal
Pot",,,,,
,,,,,,,,,,,,,,,,CM-33219A-PM,"Seal System
Circulating Pump",,,,,
,,,,,,,,,,,,,,,,CM-33219A,"Recycle
Compressor",,,,,
,,,,,,,,,,,,,,,,CM-33219A-BM,"Seal System
Blower",,,,,
,,,,,,,,,,,,,,,,CM-33219A-AF,"Seal System Heat
Coil",,,,,
,,,,,,,,,,,,,"E000353-01-101
SHT 2",,,CM-33219B-AF,"Seal System Heat
Coil",,,,,
,,,,,,,,,,,,,,,,CS-33219B,"Compressor
Containment Seal
Pot",,,,,
,,,,,,,,,,,,,,,,CM-33219B-PM,"Seal System
Circulating Pump",,,,,
,,,,,,,,,,,,,,,,CM-33219B-BM,"Seal System
Blower",,,,,
,,,,,,,,,,,,,,,,CM-33219B,"Recycle
Compressor",,,,,
,,,,,,,,,,,,,"E000353-01-101
SHT 3",,,FL-11689A/B,"Compressor Lube
Oil Filter",,,,,
,,,,,,,,,,,,,,,,HTR-92182,"Lube Oil Separator
Heater",,,,,
,,,,,,,,,,,,,,,,PV-82745,"Lube Oil Separator
Vessel",,,,,
,,,,,,,,,,,,,"E000353-01-101
SHT 4",,,CMM-33219A/B,Compressor Motor,,,,,
,,,,,,,,,,,,,"E000353-01-101
SHT 5",,,AF-82745,Gas Aftercooler,,,,,
,,,,,,,,,,,,,,,,AF-11354,"Compressor Lube
Oil Cooler",,,,,
,,,,,,,,,,,,,"E000353-02-102
SHT 1",,,PV-11354,"Recycle
Compressor Inlet
Scrubber",,,,,
,,,,,,,,,,,,,"E000353-02-102
SHT 2",,,PV-99938,"Discharge
Scrubber",,,,,
,,,,,,,,,,,,,,,,PM-28116A/B,Discharge Pump,,,,,
"28. Node 35657: Hot Oil Heater,
F-33219; hot oil system: Hot oil
Surge Tank, Hot Oil
Circulation Pumps, Hot oil
heat exchanger (PV-99986,
PM-92182), including natural
gas and combustion air",,,,,,,,,"Typically run 3 out of 4 hot oil
circulation pumps. Hot oil
temperature - 600F when
exchangers are clean, up to 47969-
645F when exchangers are fouled
Hot oil to Heat Exchanger EX-48495,
Heat Exchanger EX-11354A/B, Heat
Exchanger EX-99938, Heat Exchanger
EX-13655
Nitrogen blanket on surge tank
from N2 bottles, pressure
maintained at 65724 psig
EX-48495:
- Shell MAWP = 287 psig @ 650
degF
- Tube MAWP = 276 psig @ 700
degF
- Duty = 54.3 MMBTU/Hr
EX-11354:",,,,99-DWG-2709,,,EX-48495,"VOC Stabilizer
Reboiler",,,,,
,,,,,,,,,,,,,,,,EX-11354,"Distillation Tower
Feed Preheater",,,,,
,,,,,,,,,,,,,99-DWG-2709 Redline,,,EX-48495,"VOC Stabilizer
Reboiler",,,,,
,,,,,,,,,,,,,,,,EX-11354,"Distillation Tower
Feed Preheater",,,,,
,,,,,,,,,,,,,"99-DWG-8595 Redline
2",,,PV-99986,Hot Oil Surge Tank,,,,,
,,,,,,,,,,,,,,,,PM-92182A/B/C/D,"Hot Oil Circulation
Pumps",,,,,
,,,,,,,,,,,,,99-DWG-8595 Redline,,,PV-99986,Hot Oil Surge Tank,,,,,
,,,,,,,,,,,,,,,,PM-92182A/B/C/D,"Hot Oil Circulation
Pumps",,,,,
,,,,,,,,,,,,,99-DWG-8595,,,PV-99986,Hot Oil Surge Tank,,,,,
,,,,,,,,,,,,,,,,PM-92182A/B/C/D,"Hot Oil Circulation
Pumps",,,,,
,,,,,,,,,,,,,99-DWG-1174,,,F-33219,Hot Oil Heater,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 35796,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
- Shell MAWP = 227 psig @ 650
degF
- Tube MAWP = 218 psig @ 700
degF
PV-99986:
- Design = 50 psig MAWP @ 650
degF
PM-92182A/B/C:
- Design = 2433 GPM, 400 HP, 1750
RPM
- Temp = 536 degF @ 160 psi deltaP
EX-82745:
- Shell MAWP = 83 psig @ 650 degF
- Shell MDMT = -20 degF @ 83 psig
- Tube MAWP = 156 psig @ 700
degF
- Tube MDMT = -20 degF @ 156
psig
- Duty = 13.4 MMBTU/Hr
EX-99938:
- Shell MAWP = 258 psig @ 650
degF
- Shell MDMT = -20 degF @ 258
psig
- Tube MAWP = 298 psig @ 700
degF
- Tube MDMT = -20 degF @ 298
psig
- Duty = 24.7 MMBTU/Hr
EX-13655:
- Shell MAWP/MDMT = 96 psig @
650 degF/ -20 degF
- Tube MAWP/MDMT = 186 psig @
700 degF/ -20 degF
- Duty = 7.04 MMBTU/Hr",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,99-DWG-4067,,,T-99986,"Heavy VOC
Stripper",,,,,
,,,,,,,,,,,,,,,,EX-82745,"Heavy VOC
Stripper Reboiler",,,,,
,,,,,,,,,,,,,99-DWG-1311,,,T-80996,Kero Stripper,,,,,
,,,,,,,,,,,,,,,,EX-99938,"Kero Stripper
Reboiler",,,,,
,,,,,,,,,,,,,99-DWG-6743,,,T-11689,Diesel Stripper,,,,,
,,,,,,,,,,,,,,,,EX-13655,"Diesel Stripper
Reboiler",,,,,
"29. Node 58747: Aqueous
Ammonia Heater System",,,,,,,,,"Ammonia injection into hot oil heater
stack. NH3 vaporized with warmed
air. 10,000 gallon storage tank of
19% aqueous NH3, filled ~ quarterly
PV-76255:
- Capacity = 10,000 gal
PM-67967A/B:
- Design = 0.5 HP @ 1750 RPM
- Max Capacity = 3 GPM
- Max discharge P = 100 psig
BM-17647A/B:
- Design = 5 HP @ 3510 RPM
- Capacity = 192 CFM @ 42"" W.C.
PM-24946A/B:
- Design = 0.5 HP @ 1750 RPM
- Max Capacity = 3 GPM
- Max Discharge P = 100 psig
BM-11689A/B:
- Design = 5 HP @ 3510 RPM
- Capacity = 192 CFM @ 42"" W.C.",,,,99-DWG-1174,,,F-33219,Hot Oil Heater,,,,,
,,,,,,,,,,,,,99-DWG-4802,,,,"F-33219 Burner
Controls",,,,,
,,,,,,,,,,,,,13J0010_100101,,,PV-76255,"Ammonia Storage
Tank",,,,,
,,,,,,,,,,,,,,,,PM-67967A/B,"NH3 Forwarding
Pump",,,,,
,,,,,,,,,,,,,,,,BM-17647A/B,Dilution Air Blower,,,,,
,,,,,,,,,,,,,13J0039_100101,,,PM-24946A/B,"NH3 Forwarding
Pump",,,,,
,,,,,,,,,,,,,,,,BM-11689A/B,Dilution Air Blower,,,,,
"30. Node 11535: Natural
Gas/Fuel Gas Header",,,,,,,,,"Natural gas received from KM
pipeline, not odorized",,,,99-DWG-3863,,,,"Recycle Gas
Compressor",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 89561,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
FL-82745:
- MAWP = 285 psig @ 100 degF",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,99-DWG-3863 Redline,,,,"Recycle Gas
Compressor",,,,,
,,,,,,,,,,,,,99-DWG-5911,,,,Flare Header,,,,,
,,,,,,,,,,,,,99-DWG-7054,,,FL-82745,"Vertical Filter
Separator",,,,,
,,,,,,,,,,,,,99-DWG-5953,,,,Fuel Gas,,,,,
"31. Node 50901: Hydrocarbon
Drain",,,,,,,,,"8000 gallon hydrocarbon sump,
pumped out to rerun line
TK-33219:
- Design = 5 psig @ 400 degF
- Nominal Capacity = 8000 gal
PM-43983A/B:
- Design = 250 GPM, 15 HP,
3530/3550 RPM
- Temp = 75 degF @ 35 psi deltaP",,,,99-DWG-8168,,,TK-33219,Hydrocarbon Sump,,,,,
,,,,,,,,,,,,,,,,PM-43983A/B,"Hydrocarbon Sump
Pumps",,,,,
"32. Node 73809: Wastewater
Drain",,,,,,,,,"8000 gallon sump, pumped to TK 5,
option to bypass sump directly to
storm water pond (first inch goes to
TK 5)
TK-92182:
- Design = 5 psig @ 400 degF
- Nominal Capacity = 8000 gal
PM-33637A/B:
- Design = 100 GPM, 5 HP,
3500/3530 RPM
- Temp = Ambient @ 26 psi deltaP",,,,99-DWG-9885 Redline,,,PM-33219A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-33219,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-9885,,,PM-33219A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-33219,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-8168,,,TK-33219,Hydrocarbon Sump,,,,,
,,,,,,,,,,,,,,,,PM-43983A/B,"Hydrocarbon Sump
Pumps",,,,,
,,,,,,,,,,,,,99-DWG-9842,,,TK-92182,"Contact Water
Sump",,,,,
,,,,,,,,,,,,,,,,PM-33637A/B,"Contact Water
Sump Pumps",,,,,
"33. Node 22654: Air Compressor
System",,,,,,,,,"Two compressors for each splitter
train, tied into common header.
Splitter 2 compressors are larger
than Splitter 1 (375 CFM vs. 192
CFM)
CM-92182A/B:
- Design = 375 CFM @ 174 psig;
125 HP
PV-59044:
- Design 200 psig ASME @ 400
degF; 2200 gal
DR-33219:
- Design = 181 psig @ 100 degF
FL-80996A/B:
- Design = 102 psig @ 68 degF, 360
CFM @ 102 psi
FL-48495:
- Design = 102 psig @ 68 degF, 360
CFM @ 102 psi
FL-11354:
- Design = 102 psig @ 68 degF,
1165 CFM @ 102 psi",,,,1318317146 SHT 1,,,CM-92182A/B,"Air Compressors A,
B",,,,,
,,,,,,,,,,,,,1318317146 SHT 2,,,PV-59044,Air Receiver (Wet),,,,,
,,,,,,,,,,,,,1318317146 SHT 3,,,DR-33219,Air Dryer Desiccant,,,,,
,,,,,,,,,,,,,,,,FL-80996A/B,Service Air Filter,,,,,
,,,,,,,,,,,,,,,,FL-48495,Service Air Filter,,,,,
,,,,,,,,,,,,,1318317146 SHT 4,,,FL-11354,Service Air Filter,,,,,
"34. Node 35613: Condensate
Feed through Desalter",,,,,,,,,From 41268 Desalter Project PHA.,,,,99-DWG-5128,,,EX-59524,"Diesel to Feed
Preheater",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 73897,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
Two desalter systems (Splitter 1 and
Splitter 2). Flow: Designed for
50,000 bpd per desalter. Actual flow
expected to vary between 33,000 to
54,000 bpd. Three Booster Pumps
in parallel (shared between the two
systems). Normal operation: PM-
121A feeds Desalter 1, PM-77434B
feeds Desalter 2, and PM-77434C is
spare. Booster pump suction =
83.5psig @ 190 - 210F (210F
maximum), discharge = 164psig @
210F, dP = 40psi. 42API case. Line
rated for 600psig (ANSI 28604).
Demulsifier system pumps are
positive displacement. EAD (at
least one) present in booster pump
area. Feed pumps max discharge =
285psig. Maximum pressure of
desalter system = 325psig (dead
head of feed pump plus booster
pump max increase). Control room
manned 24/7. Desalter vessel has 4
level transmitters (condensate and
water level). Residence time in
vessel is approximately 40 min.
PM-77434A/B:
- Design = 1600 GPM, 60 HP, 1800
RPM
- Temp = 210 degF @ 40 psi deltaP
D-81314/201:
- Design = 305 psi @ 650 degF
TK-48603:
- Capacity = 3000 gal
- Design = 100 degF; Atm
PM-13644A/B:
- Capacity = 1.8 GPH
- Design T = 100 degF",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,EX-17647,"Bottoms to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-7510,,,PM-77434A/B/C,"Condensate
Booster Pumps",,,,,
,,,,,,,,,,,,,99-DWG-4394,,,DT-81314A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-81314,"Condensate
Desalter",,,,,
,,,,,,,,,,,,,40-PI-44741A,,,EX-47697A/B,"Bottoms Product to
Desalter Wash
Water Heater",,,,,
,,,,,,,,,,,,,,,,EX-16773A/B,"Bottoms Product to
Desalter Wash
Water Heater",,,,,
,,,,,,,,,,,,,99-DWG-1527,,,,"Desalter Sample
System",,,,,
,,,,,,,,,,,,,99-DWG-7488,,,TK-48603,"Demulsifier
Chemical Storage
Tank",,,,,
,,,,,,,,,,,,,,,,PM-13644A/B,"Demulsifier
Metering Pump",,,,,
,,,,,,,,,,,,,99-DWG-1809,,,EX-80996,"Diesel to Feed
Preheater",,,,,
,,,,,,,,,,,,,,,,EX-11689,"Bottoms to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-1017,,,D-33219A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-33219,"Condensate
Desalter",,,,,
"35. Node 38536: Wash Water
System",,,,,,,,,"From 41268 Desalter Project PHA.
TK-73992 Treated Wash Water
Storage Tank is currently bypassed.
Minimum wash water flow =
1500bpd (3% of condensate feed
rate). Maximum flow: 2500bpd (5%).
Supplied by the city at 79029-80psig.
Two wash water pumps
(operationally set such that PM-
122A feeds Splitter 1 and PM-77069B
feeds Splitter 2). Wash water pumps
discharge at 184psig. 144psig upon
entering desalter. Water is at
ambient temperature (estimated
high = 85F). 1hr residence time in
storage tank.
EX-87095A/B/C:
- Shell MAWP = 305 psig @ 290
degF",,,,99-DWG-4394,,,DT-81314A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-81314,"Condensate
Desalter",,,,,
,,,,,,,,,,,,,99-DWG-1245,,,EX-87095A/B/C,"Wash Water to
Desalter Waste
Water Preheater",,,,,
,,,,,,,,,,,,,40-PI-44741A,,,EX-47697A/B,"Bottoms Product to
Desalter Wash
Water Heater",,,,,
,,,,,,,,,,,,,,,,EX-16773A/B,"Bottoms Product to
Desalter Wash
Water Heater",,,,,
,,,,,,,,,,,,,99-DWG-4352,,,PK-40559,"Water Softening
System",,,,,
,,,,,,,,,,,,,,,,TK-76255,Brine Day Tank,,,,,
,,,,,,,,,,,,,,,,TK-73992,"Treated Wash
Water Storage
Tank",,,,,
,,,,,,,,,,,,,,,,PM-77069A/B,"Desalter Wash
Water Pump",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 24509,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
- Tube MAWP = 305 psig @ 290
degF
- Duty = 2.5 MMBTU/Hr
EX-47697A/B:
- Shell MAWP = 305 psig @ 650
degF
- Tube MAWP = 305 psig @ 290
degF
- Duty = 2.3 MMBTU/Hr
EX-16773A/B:
- Shell MAWP = 305 psig @ 650
degF
- Tube MAWP = 305 psig @ 290
degF
- Duty = 2.3 MMBTU/Hr
PK-40559:
- GPM = 150
TK-73992:
- Capacity = 5250 gal
PM-77069A/B:
- Design = 170 GPM, 50 HP, 3600
RPM
- Temp = 85 degF @ 187 psi deltaP
TK-60820:
- Capacity = 4500 gal
- Design T = 100 degF
- Design P = Atm
PM-78021A/B:
- Design = 15 GPM, 1/3 HP, 3450
RPM
PM-94850:
- Capacity = 0.9 GPH
- Discharge P = 126 psig
- Design T = 100 degF
TK-17647:
- Design T = 100 degF
- Design P = Atm",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,99-DWG-8622,,,AF-75469,"Desalter Waste
Water Cooler",,,,,
,,,,,,,,,,,,,,,,AF-99938,"Desalter Waste
Water Cooler",,,,,
,,,,,,,,,,,,,99-DWG-3445,,,TK-60820,"Sodium Bi-Sulfite
Storage Tank",,,,,
,,,,,,,,,,,,,,,,PM-78021A/B,"Brine Transfer
Pumps",,,,,
,,,,,,,,,,,,,,,,PM-94850,"Sodium Bi-Sulfite
Metering Pump",,,,,
,,,,,,,,,,,,,,,,TK-17647,"Salt/Brine Storage
Tank",,,,,
,,,,,,,,,,,,,99-DWG-1527,,,,"Desalter Sample
System",,,,,
,,,,,,,,,,,,,99-DWG-1017,,,D-33219A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-33219,"Condensate
Desalter",,,,,
36. Node 23650: Waste Water,,,,,,,,,"From 41268 Desalter Project PHA.
Minimum water flow = 1500bpd (3%
of condensate feed rate). Maximum
flow: 2500bpd (5%). Steady state.
Exits desalter at approximately
144psig. Water exits desalter at
210F (234F max). Water removal
controlled by level of desalter.
EX-87095A/B/C:
- Shell MAWP = 305 psig @ 290
degF
- Tube MAWP = 305 psig @ 290
degF
- Duty = 2.5 MMBTU/Hr
AF-75469/209:
- Design = 305 psig MAWP @ 290
degF
- Design Duty = 4 MMBTU/Hr",,,,99-DWG-9283,,,TK-56446,"Contact Water
Sump",,,,,
,,,,,,,,,,,,,,,,PM-48584A/B,"Contact Water
Sump Pumps",,,,,
,,,,,,,,,,,,,99-DWG-4394,,,DT-81314A/B/C,"Desalter
Transformer",,,,,
,,,,,,,,,,,,,,,,D-81314,"Condensate
Desalter",,,,,
,,,,,,,,,,,,,99-DWG-1245,,,EX-87095A/B/C,"Wash Water to
Desalter Waste
Water Preheater",,,,,
